county,state_name,month,days_of_rain,lowCelsius
Bastrop,Texas,December,5,3
Bell,Texas,May,7,17
Bell,Texas,June,5,21
Bell,Texas,July,3,22
Bell,Texas,August,3,22
Bell,Texas,January,5,1
Bell,Texas,February,5,3
Bell,Texas,March,5,8
Bell,Texas,April,4,13
Bell,Texas,septiembre,5,19
Bell,Texas,October,5,13
Bell,Texas,November,5,7
Bell,Texas,December,4,3
Bexar,Texas,May,6,20
Bexar,Texas,June,3,23
Bexar,Texas,July,5,24
Bexar,Texas,August,3,24
Bexar,Texas,January,5,6
Bexar,Texas,February,3,8
Bexar,Texas,March,4,12
Bexar,Texas,April,4,16
Bexar,Texas,septiembre,6,21
Bexar,Texas,October,4,17
Bexar,Texas,November,3,11
Bexar,Texas,December,4,7
Bowie,Texas,May,7,16
Bowie,Texas,June,5,20
Bowie,Texas,July,5,22
Bowie,Texas,August,4,21
Bowie,Texas,January,6,1
Bowie,Texas,February,6,3
Bowie,Texas,March,6,6
Bowie,Texas,April,6,11
Bowie,Texas,septiembre,5,17
Bowie,Texas,October,5,11
Bowie,Texas,November,6,6
Bowie,Texas,December,6,2
Brazoria,Texas,May,5,19
Brazoria,Texas,June,6,22
Brazoria,Texas,July,6,23
Brazoria,Texas,August,6,23
Brazoria,Texas,January,7,6
Brazoria,Texas,February,6,8
Brazoria,Texas,March,5,12
Brazoria,Texas,April,4,15
Brazoria,Texas,septiembre,8,21
Brazoria,Texas,October,5,16
Brazoria,Texas,November,6,11
Brazoria,Texas,December,6,8
Brazos,Texas,May,6,19
Brazos,Texas,June,5,22
Brazos,Texas,July,4,23
Brazos,Texas,August,4,23
Brazos,Texas,January,6,4
Brazos,Texas,February,5,7
Brazos,Texas,March,6,10
Brazos,Texas,April,4,14
Brazos,Texas,septiembre,5,21
Brazos,Texas,October,5,15
Brazos,Texas,November,5,10
Brazos,Texas,December,5,6
Cameron,Texas,May,3,22
Cameron,Texas,June,4,24
Cameron,Texas,July,4,24
Cameron,Texas,August,4,24
Cameron,Texas,January,4,11
Cameron,Texas,February,2,13
Cameron,Texas,March,3,16
Cameron,Texas,April,3,19
Cameron,Texas,septiembre,9,23
Cameron,Texas,October,4,19
Cameron,Texas,November,4,15
Cameron,Texas,December,4,12
Collin,Texas,May,7,17
Collin,Texas,June,6,21
Collin,Texas,July,4,23
Collin,Texas,August,3,23
Collin,Texas,January,4,1
Collin,Texas,February,4,3
Collin,Texas,March,5,7
Collin,Texas,April,5,12
Collin,Texas,septiembre,4,19
Collin,Texas,October,5,12
Collin,Texas,November,4,7
Collin,Texas,December,5,2
Comal,Texas,May,6,18
Comal,Texas,June,5,21
Comal,Texas,July,4,22
Comal,Texas,August,4,22
Comal,Texas,January,6,4
Comal,Texas,February,5,6
Comal,Texas,March,6,9
Comal,Texas,April,5,13
Comal,Texas,septiembre,6,20
Comal,Texas,October,5,15
Comal,Texas,November,5,9
Comal,Texas,December,5,5
Coryell,Texas,May,6,18
Coryell,Texas,June,4,22
Coryell,Texas,July,3,23
Coryell,Texas,August,4,23
Coryell,Texas,January,4,3
Coryell,Texas,February,4,6
Coryell,Texas,March,4,10
Coryell,Texas,April,4,14
Coryell,Texas,septiembre,4,20
Coryell,Texas,October,4,14
Coryell,Texas,November,4,9
Coryell,Texas,December,4,4
Dallas,Texas,May,7,18
Dallas,Texas,June,5,23
Dallas,Texas,July,3,25
Dallas,Texas,August,3,25
Dallas,Texas,January,4,3
Dallas,Texas,February,4,5
Dallas,Texas,March,5,9
Dallas,Texas,April,5,14
Dallas,Texas,septiembre,4,21
Dallas,Texas,October,5,15
Dallas,Texas,November,4,8
Dallas,Texas,December,4,4
Denton,Texas,May,7,17
Denton,Texas,June,5,21
Denton,Texas,July,3,23
Denton,Texas,August,3,23
Denton,Texas,January,3,0
Denton,Texas,February,4,3
Denton,Texas,March,5,7
Denton,Texas,April,5,11
Denton,Texas,septiembre,4,19
Denton,Texas,October,5,12
Denton,Texas,November,4,6
Denton,Texas,December,4,1
Ector,Texas,May,4,15
Ector,Texas,June,4,20
Ector,Texas,July,4,21
Ector,Texas,August,5,20
Ector,Texas,January,3,-2
Ector,Texas,February,3,1
Ector,Texas,March,3,5
Ector,Texas,April,3,10
Ector,Texas,septiembre,5,17
Ector,Texas,October,4,11
Ector,Texas,November,3,4
Ector,Texas,December,3,-1
Ellis,Texas,May,6,17
Ellis,Texas,June,5,21
Ellis,Texas,July,4,23
Ellis,Texas,August,4,23
Ellis,Texas,January,5,2
Ellis,Texas,February,5,4
Ellis,Texas,March,6,8
Ellis,Texas,April,5,12
Ellis,Texas,septiembre,5,19
Ellis,Texas,October,5,13
Ellis,Texas,November,5,8
Ellis,Texas,December,4,3
El Paso,Texas,May,2,13
El Paso,Texas,June,2,18
El Paso,Texas,July,5,20
El Paso,Texas,August,5,19
El Paso,Texas,January,2,-2
El Paso,Texas,February,3,1
El Paso,Texas,March,2,4
El Paso,Texas,April,0,8
El Paso,Texas,septiembre,4,15
El Paso,Texas,October,3,9
El Paso,Texas,November,3,2
El Paso,Texas,December,2,-2
Fort Bend,Texas,May,5,20
Fort Bend,Texas,June,6,23
Fort Bend,Texas,July,7,24
Fort Bend,Texas,August,7,24
Fort Bend,Texas,January,6,6
Fort Bend,Texas,February,5,9
Fort Bend,Texas,March,5,12
Fort Bend,Texas,April,5,16
Fort Bend,Texas,septiembre,6,21
Fort Bend,Texas,October,5,16
Fort Bend,Texas,November,5,11
Fort Bend,Texas,December,6,7
Galveston,Texas,May,4,22
Galveston,Texas,June,5,25
Galveston,Texas,July,6,26
Galveston,Texas,August,6,26
Galveston,Texas,January,7,9
Galveston,Texas,February,4,11
Galveston,Texas,March,4,14
Galveston,Texas,April,3,18
Galveston,Texas,septiembre,7,24
Galveston,Texas,October,5,20
Galveston,Texas,November,5,15
Galveston,Texas,December,6,11
Grayson,Texas,May,7,16
Grayson,Texas,June,6,22
Grayson,Texas,July,4,23
Grayson,Texas,August,4,23
Grayson,Texas,January,4,2
Grayson,Texas,February,5,4
Grayson,Texas,March,6,8
Grayson,Texas,April,6,12
Grayson,Texas,septiembre,5,19
Grayson,Texas,October,6,14
Grayson,Texas,November,5,8
Grayson,Texas,December,5,3
Gregg,Texas,May,7,17
Gregg,Texas,June,6,21
Gregg,Texas,July,5,23
Gregg,Texas,August,5,22
Gregg,Texas,January,6,1
Gregg,Texas,February,6,3
Gregg,Texas,March,6,7
Gregg,Texas,April,5,11
Gregg,Texas,septiembre,5,19
Gregg,Texas,October,5,12
Gregg,Texas,November,6,6
Gregg,Texas,December,7,3
Guadalupe,Texas,May,4,19
Guadalupe,Texas,June,3,22
Guadalupe,Texas,July,3,23
Guadalupe,Texas,August,2,23
Guadalupe,Texas,January,3,5
Guadalupe,Texas,February,3,7
Guadalupe,Texas,March,4,11
Guadalupe,Texas,April,4,15
Guadalupe,Texas,septiembre,4,20
Guadalupe,Texas,October,4,15
Guadalupe,Texas,November,3,10
Guadalupe,Texas,December,3,6
Harris,Texas,May,4,21
Harris,Texas,June,7,24
Harris,Texas,July,6,25
Harris,Texas,August,5,25
Harris,Texas,January,5,7
Harris,Texas,February,4,9
Harris,Texas,March,4,13
Harris,Texas,April,3,16
Harris,Texas,septiembre,5,22
Harris,Texas,October,4,17
Harris,Texas,November,4,12
Harris,Texas,December,5,8
Harrison,Texas,May,7,16
Harrison,Texas,June,6,20
Harrison,Texas,July,5,22
Harrison,Texas,August,4,22
Harrison,Texas,January,7,1
Harrison,Texas,February,7,3
Harrison,Texas,March,7,7
Harrison,Texas,April,6,11
Harrison,Texas,septiembre,5,18
Harrison,Texas,October,5,12
Harrison,Texas,November,6,7
Harrison,Texas,December,7,3
Hays,Texas,May,6,18
Hays,Texas,June,5,21
Hays,Texas,July,4,22
Hays,Texas,August,3,22
Hays,Texas,January,5,4
Hays,Texas,February,4,6
Hays,Texas,March,6,9
Hays,Texas,April,4,13
Hays,Texas,septiembre,5,19
Hays,Texas,October,5,14
Hays,Texas,November,5,9
Hays,Texas,December,5,5
Henderson,Texas,May,6,17
Henderson,Texas,June,5,21
Henderson,Texas,July,3,22
Henderson,Texas,August,3,22
Henderson,Texas,January,5,1
Henderson,Texas,February,5,4
Henderson,Texas,March,6,8
Henderson,Texas,April,5,12
Henderson,Texas,septiembre,4,18
Henderson,Texas,October,5,12
Henderson,Texas,November,5,7
Henderson,Texas,December,5,3
Hidalgo,Texas,May,3,22
Hidalgo,Texas,June,4,24
Hidalgo,Texas,July,3,25
Hidalgo,Texas,August,3,25
Hidalgo,Texas,January,4,10
Hidalgo,Texas,February,3,13
Hidalgo,Texas,March,2,16
Hidalgo,Texas,April,2,19
Hidalgo,Texas,septiembre,6,23
Hidalgo,Texas,October,4,19
Hidalgo,Texas,November,2,15
Hidalgo,Texas,December,3,12
Hunt,Texas,May,7,16
Hunt,Texas,June,5,20
Hunt,Texas,July,4,22
Hunt,Texas,August,4,22
Hunt,Texas,January,5,-1
Hunt,Texas,February,5,2
Hunt,Texas,March,6,6
Hunt,Texas,April,6,11
Hunt,Texas,septiembre,5,18
Hunt,Texas,October,6,12
Hunt,Texas,November,5,6
Hunt,Texas,December,5,1
Jefferson,Texas,May,5,21
Jefferson,Texas,June,7,24
Jefferson,Texas,July,8,25
Jefferson,Texas,August,8,24
Jefferson,Texas,January,7,7
Jefferson,Texas,February,6,9
Jefferson,Texas,March,5,13
Jefferson,Texas,April,4,16
Jefferson,Texas,septiembre,7,22
Jefferson,Texas,October,5,17
Jefferson,Texas,November,6,12
Jefferson,Texas,December,7,8
Johnson,Texas,May,6,18
Johnson,Texas,June,5,22
Johnson,Texas,July,3,24
Johnson,Texas,August,4,24
Johnson,Texas,January,4,3
Johnson,Texas,February,4,5
Johnson,Texas,March,5,9
Johnson,Texas,April,4,13
Johnson,Texas,septiembre,3,20
Johnson,Texas,October,5,14
Johnson,Texas,November,4,9
Johnson,Texas,December,4,4
Kaufman,Texas,May,6,16
Kaufman,Texas,June,4,21
Kaufman,Texas,July,3,23
Kaufman,Texas,August,3,22
Kaufman,Texas,January,4,0
Kaufman,Texas,February,4,2
Kaufman,Texas,March,5,7
Kaufman,Texas,April,4,11
Kaufman,Texas,septiembre,4,18
Kaufman,Texas,October,4,12
Kaufman,Texas,November,4,7
Kaufman,Texas,December,4,2
Liberty,Texas,May,6,19
Liberty,Texas,June,8,22
Liberty,Texas,July,7,23
Liberty,Texas,August,7,23
Liberty,Texas,January,8,5
Liberty,Texas,February,6,7
Liberty,Texas,March,6,11
Liberty,Texas,April,5,14
Liberty,Texas,septiembre,7,20
Liberty,Texas,October,5,15
Liberty,Texas,November,6,9
Liberty,Texas,December,7,6
Lubbock,Texas,May,5,13
Lubbock,Texas,June,5,18
Lubbock,Texas,July,4,20
Lubbock,Texas,August,5,19
Lubbock,Texas,January,2,-3
Lubbock,Texas,February,2,-1
Lubbock,Texas,March,2,3
Lubbock,Texas,April,3,8
Lubbock,Texas,septiembre,4,15
Lubbock,Texas,October,3,9
Lubbock,Texas,November,2,2
Lubbock,Texas,December,2,-2
McLennan,Texas,May,6,17
McLennan,Texas,June,5,22
McLennan,Texas,July,3,23
McLennan,Texas,August,3,23
McLennan,Texas,January,5,1
McLennan,Texas,February,5,3
McLennan,Texas,March,6,8
McLennan,Texas,April,5,12
McLennan,Texas,septiembre,5,19
McLennan,Texas,October,5,13
McLennan,Texas,November,5,7
McLennan,Texas,December,5,3
Midland,Texas,May,2,16
Midland,Texas,June,2,21
Midland,Texas,July,2,22
Midland,Texas,August,5,22
Midland,Texas,January,3,0
Midland,Texas,February,3,2
Midland,Texas,March,3,7
Midland,Texas,April,2,11
Midland,Texas,septiembre,5,18
Midland,Texas,October,4,12
Midland,Texas,November,2,5
Midland,Texas,December,3,1
Montgomery,Texas,May,6,18
Montgomery,Texas,June,6,22
Montgomery,Texas,July,6,23
Montgomery,Texas,August,6,23
Montgomery,Texas,January,7,4
Montgomery,Texas,February,6,6
Montgomery,Texas,March,5,10
Montgomery,Texas,April,5,14
Montgomery,Texas,septiembre,6,20
Montgomery,Texas,October,5,14
Montgomery,Texas,November,6,9
Montgomery,Texas,December,7,5
Nacogdoches,Texas,May,7,17
Nacogdoches,Texas,June,6,21
Nacogdoches,Texas,July,5,23
Nacogdoches,Texas,August,5,22
Nacogdoches,Texas,January,7,2
Nacogdoches,Texas,February,7,4
Nacogdoches,Texas,March,7,8
Nacogdoches,Texas,April,5,12
Nacogdoches,Texas,septiembre,5,19
Nacogdoches,Texas,October,5,13
Nacogdoches,Texas,November,6,7
Nacogdoches,Texas,December,7,3
Nueces,Texas,May,4,21
Nueces,Texas,June,5,23
Nueces,Texas,July,4,24
Nueces,Texas,August,4,24
Nueces,Texas,January,4,8
Nueces,Texas,February,3,10
Nueces,Texas,March,3,13
Nueces,Texas,April,3,17
Nueces,Texas,septiembre,7,22
Nueces,Texas,October,5,18
Nueces,Texas,November,4,13
Nueces,Texas,December,3,9
Orange,Texas,May,6,19
Orange,Texas,June,7,23
Orange,Texas,July,8,23
Orange,Texas,August,8,24
Orange,Texas,January,7,6
Orange,Texas,February,6,9
Orange,Texas,March,6,12
Orange,Texas,April,4,15
Orange,Texas,septiembre,7,21
Orange,Texas,October,5,15
Orange,Texas,November,5,11
Orange,Texas,December,7,8
Parker,Texas,May,7,15
Parker,Texas,June,5,20
Parker,Texas,July,3,22
Parker,Texas,August,4,21
Parker,Texas,January,3,-1
Parker,Texas,February,4,1
Parker,Texas,March,5,5
Parker,Texas,April,5,10
Parker,Texas,septiembre,4,17
Parker,Texas,October,5,11
Parker,Texas,November,4,5
Parker,Texas,December,4,0
Potter,Texas,May,5,10
Potter,Texas,June,5,17
Potter,Texas,July,5,18
Potter,Texas,August,7,18
Potter,Texas,January,2,-5
Potter,Texas,February,2,-4
Potter,Texas,March,2,1
Potter,Texas,April,3,5
Potter,Texas,septiembre,3,14
Potter,Texas,October,4,7
Potter,Texas,November,2,0
Potter,Texas,December,2,-4
Randall,Texas,May,5,11
Randall,Texas,June,6,17
Randall,Texas,July,8,19
Randall,Texas,August,5,18
Randall,Texas,January,3,-5
Randall,Texas,February,3,-3
Randall,Texas,March,4,1
Randall,Texas,April,3,6
Randall,Texas,septiembre,5,14
Randall,Texas,October,3,7
Randall,Texas,November,2,1
Randall,Texas,December,4,-4
Rockwall,Texas,May,6,18
Rockwall,Texas,June,5,22
Rockwall,Texas,July,3,24
Rockwall,Texas,August,3,24
Rockwall,Texas,January,5,2
Rockwall,Texas,February,5,4
Rockwall,Texas,March,6,9
Rockwall,Texas,April,5,13
Rockwall,Texas,septiembre,4,20
Rockwall,Texas,October,5,14
Rockwall,Texas,November,5,8
Rockwall,Texas,December,5,3
San Patricio,Texas,May,4,20
San Patricio,Texas,June,4,23
San Patricio,Texas,July,4,24
San Patricio,Texas,August,4,24
San Patricio,Texas,January,4,7
San Patricio,Texas,February,4,9
San Patricio,Texas,March,3,13
San Patricio,Texas,April,3,16
San Patricio,Texas,septiembre,7,21
San Patricio,Texas,October,4,17
San Patricio,Texas,November,4,12
San Patricio,Texas,December,3,8
Smith,Texas,May,7,18
Smith,Texas,June,7,21
Smith,Texas,July,5,23
Smith,Texas,August,4,23
Smith,Texas,January,6,3
Smith,Texas,February,7,5
Smith,Texas,March,6,9
Smith,Texas,April,5,13
Smith,Texas,septiembre,4,19
Smith,Texas,October,5,14
Smith,Texas,November,6,8
Smith,Texas,December,7,4
Tarrant,Texas,May,7,18
Tarrant,Texas,June,5,23
Tarrant,Texas,July,3,24
Tarrant,Texas,August,4,25
Tarrant,Texas,January,3,2
Tarrant,Texas,February,4,5
Tarrant,Texas,March,5,9
Tarrant,Texas,April,4,13
Tarrant,Texas,septiembre,4,21
Tarrant,Texas,October,5,14
Tarrant,Texas,November,4,9
Tarrant,Texas,December,4,4
Taylor,Texas,May,5,17
Taylor,Texas,June,5,21
Taylor,Texas,July,3,23
Taylor,Texas,August,4,22
Taylor,Texas,January,2,1
Taylor,Texas,February,3,3
Taylor,Texas,March,3,7
Taylor,Texas,April,3,12
Taylor,Texas,septiembre,5,18
Taylor,Texas,October,4,13
Taylor,Texas,November,3,6
Taylor,Texas,December,2,2
Tom Green,Texas,May,5,16
Tom Green,Texas,June,4,20
Tom Green,Texas,July,3,22
Tom Green,Texas,August,4,21
Tom Green,Texas,January,2,0
Tom Green,Texas,February,3,3
Tom Green,Texas,March,2,7
Tom Green,Texas,April,3,11
Tom Green,Texas,septiembre,4,18
Tom Green,Texas,October,4,12
Tom Green,Texas,November,2,6
Tom Green,Texas,December,2,1
Travis,Texas,May,5,19
Travis,Texas,June,4,22
Travis,Texas,July,3,23
Travis,Texas,August,3,23
Travis,Texas,January,5,5
Travis,Texas,February,4,7
Travis,Texas,March,6,11
Travis,Texas,April,4,15
Travis,Texas,septiembre,5,21
Travis,Texas,October,5,16
Travis,Texas,November,4,10
Travis,Texas,December,4,7
Victoria,Texas,May,5,19
Victoria,Texas,June,5,23
Victoria,Texas,July,6,24
Victoria,Texas,August,4,24
Victoria,Texas,January,5,5
Victoria,Texas,February,5,8
Victoria,Texas,March,5,12
Victoria,Texas,April,4,15
Victoria,Texas,septiembre,7,21
Victoria,Texas,October,5,16
Victoria,Texas,November,5,11
Victoria,Texas,December,5,6
Walker,Texas,May,7,19
Walker,Texas,June,6,22
Walker,Texas,July,6,23
Walker,Texas,August,5,23
Walker,Texas,January,7,5
Walker,Texas,February,7,6
Walker,Texas,March,6,10
Walker,Texas,April,5,14
Walker,Texas,septiembre,6,20
Walker,Texas,October,5,15
Walker,Texas,November,6,10
Walker,Texas,December,7,6
Webb,Texas,May,4,20
Webb,Texas,June,4,22
Webb,Texas,July,3,23
Webb,Texas,August,3,23
Webb,Texas,January,3,6
Webb,Texas,February,3,8
Webb,Texas,March,2,12
Webb,Texas,April,3,16
Webb,Texas,septiembre,5,21
Webb,Texas,October,3,17
Webb,Texas,November,3,11
Webb,Texas,December,3,7
Wichita,Texas,May,6,15
Wichita,Texas,June,5,20
Wichita,Texas,July,3,22
Wichita,Texas,August,4,22
Wichita,Texas,January,3,-1
Wichita,Texas,February,3,1
Wichita,Texas,March,4,5
Wichita,Texas,April,4,10
Wichita,Texas,septiembre,4,18
Wichita,Texas,October,5,11
Wichita,Texas,November,3,5
Wichita,Texas,December,3,0
Williamson,Texas,May,6,18
Williamson,Texas,June,6,22
Williamson,Texas,July,3,23
Williamson,Texas,August,3,23
Williamson,Texas,January,5,4
Williamson,Texas,February,5,6
Williamson,Texas,March,6,10
Williamson,Texas,April,5,14
Williamson,Texas,septiembre,5,20
Williamson,Texas,October,6,15
Williamson,Texas,November,5,9
Williamson,Texas,December,5,5
Wise,Texas,May,7,15
Wise,Texas,June,6,21
Wise,Texas,July,3,22
Wise,Texas,August,4,22
Wise,Texas,January,4,-1
Wise,Texas,February,4,1
Wise,Texas,March,5,6
Wise,Texas,April,5,10
Wise,Texas,septiembre,5,18
Wise,Texas,October,5,11
Wise,Texas,November,4,5
Wise,Texas,December,4,0
Davis,Utah,May,6,8
Davis,Utah,June,3,13
Davis,Utah,July,2,17
Davis,Utah,August,2,16
Davis,Utah,January,7,-6
Davis,Utah,February,6,-4
Davis,Utah,March,7,0
Davis,Utah,April,7,4
Davis,Utah,septiembre,3,11
Davis,Utah,October,5,5
Davis,Utah,November,6,-1
Davis,Utah,December,6,-5
Salt Lake,Utah,May,7,10
Salt Lake,Utah,June,4,16
Salt Lake,Utah,July,2,21
Salt Lake,Utah,August,3,20
Salt Lake,Utah,January,6,-4
Salt Lake,Utah,February,6,-2
Salt Lake,Utah,March,7,2
Salt Lake,Utah,April,8,6
Salt Lake,Utah,septiembre,4,14
Salt Lake,Utah,October,5,8
Salt Lake,Utah,November,6,1
Salt Lake,Utah,December,6,-4
Utah,Utah,May,6,7
Utah,Utah,June,3,11
Utah,Utah,July,3,15
Utah,Utah,August,3,14
Utah,Utah,January,7,-7
Utah,Utah,February,7,-5
Utah,Utah,March,7,-1
Utah,Utah,April,7,3
Utah,Utah,septiembre,4,10
Utah,Utah,October,5,4
Utah,Utah,November,6,-1
Utah,Utah,December,7,-6
Washington,Utah,May,5,1
Washington,Utah,June,6,7
Washington,Utah,July,7,10
Washington,Utah,August,5,9
Washington,Utah,January,7,-8
Washington,Utah,February,8,-8
Washington,Utah,March,8,-6
Washington,Utah,April,6,-3
Washington,Utah,septiembre,5,6
Washington,Utah,October,6,0
Washington,Utah,November,5,-4
Washington,Utah,December,8,-9
Weber,Utah,May,7,8
Weber,Utah,June,3,13
Weber,Utah,July,2,17
Weber,Utah,August,2,17
Weber,Utah,January,7,-6
Weber,Utah,February,6,-4
Weber,Utah,March,6,0
Weber,Utah,April,7,4
Weber,Utah,septiembre,4,11
Weber,Utah,October,5,5
Weber,Utah,November,6,-1
Weber,Utah,December,6,-5
Chittenden,Vermont,May,10,8
